version,block,unit_id,unit_type,within_unit_position,pair_cell,pair_role,stimulus_id,stimulus,lexicality,condition,prime_condition,target_condition,zipf_scale
2,1,V2_NR03,nonword_singleton,1,nonword,nonword,NR03,rediritável,nonword,nonword_re,,,
2,1,V2_NR06,nonword_singleton,1,nonword,nonword,NR06,recumacável,nonword,nonword_re,,,
2,1,V2_NR08,nonword_singleton,1,nonword,nonword,NR08,remalturável,nonword,nonword_re,,,
2,1,V2_NR09,nonword_singleton,1,nonword,nonword,NR09,renifalável,nonword,nonword_re,,,
2,1,V2_NR11,nonword_singleton,1,nonword,nonword,NR11,reesmancável,nonword,nonword_re,,,
2,2,V2_P21,prime_target_pair,1,high_in__high_des,prime,HI02,indigerível,word,high_in,high_in,high_des,3.524568607865938
2,2,V2_P21,prime_target_pair,2,high_in__high_des,target,HD05,desquantificável,word,high_des,high_in,high_des,3.4527693154409125
2,2,V2_P22,prime_target_pair,1,high_in__high_des,prime,HI12,incopiável,word,high_in,high_in,high_des,4.102169815559115
2,2,V2_P22,prime_target_pair,2,high_in__high_des,target,HD30,desapresentável,word,high_des,high_in,high_des,5.664327789660696
2,2,V2_P23,prime_target_pair,1,high_in__high_des,prime,HI15,inabitável,word,high_in,high_in,high_des,4.15755585067396
2,2,V2_P23,prime_target_pair,2,high_in__high_des,target,HD28,desavaliável,word,high_des,high_in,high_des,5.0699346396790546
2,2,V2_P24,prime_target_pair,1,high_in__high_des,prime,HI18,imperdoável,word,high_in,high_in,high_des,4.216029010423211
2,2,V2_P24,prime_target_pair,2,high_in__high_des,target,HD25,descomparável,word,high_des,high_in,high_des,4.932161820292954
2,2,V2_P25,prime_target_pair,1,high_in__high_des,prime,HI23,incontestável,word,high_in,high_in,high_des,4.547134435764679
2,2,V2_P25,prime_target_pair,2,high_in__high_des,target,HD20,desavisável,word,high_des,high_in,high_des,4.6883544994942605
2,2,V2_P26,prime_target_pair,1,low_re__high_des,prime,LR01,renovável,word,low_re,low_re,high_des,4.488805782879002
2,2,V2_P26,prime_target_pair,2,low_re__high_des,target,HD26,desfavorável,word,high_des,low_re,high_des,4.994460722219187
2,2,V2_P27,prime_target_pair,1,low_re__high_des,prime,LR06,repavimentável,word,low_re,low_re,high_des,3.37261103
2,2,V2_P27,prime_target_pair,2,low_re__high_des,target,HD15,desagradável,word,high_des,low_re,high_des,4.42662332742628
2,2,V2_P28,prime_target_pair,1,low_re__high_des,prime,LR08,redemocratizável,word,low_re,low_re,high_des,3.53276309
2,2,V2_P28,prime_target_pair,2,low_re__high_des,target,HD24,destransmissível,word,high_des,low_re,high_des,4.860360709789131
2,2,V2_P29,prime_target_pair,1,low_re__high_des,prime,LR09,repolível,word,low_re,low_re,high_des,3.54080581
2,2,V2_P29,prime_target_pair,2,low_re__high_des,target,HD19,desexaminável,word,high_des,low_re,high_des,4.665943715319019
2,2,V2_P30,prime_target_pair,1,low_re__high_des,prime,LR17,reindexável,word,low_re,low_re,high_des,4.25772764
2,2,V2_P30,prime_target_pair,2,low_re__high_des,target,HD21,descorrigível,word,high_des,low_re,high_des,4.768904644015073
2,2,V2_P31,prime_target_pair,1,high_in__low_des,prime,HI01,indomável,word,high_in,high_in,low_des,3.354637657515075
2,2,V2_P31,prime_target_pair,2,high_in__low_des,target,LD25,desvinculável,word,low_des,high_in,low_des,4.494162000599138
2,2,V2_P32,prime_target_pair,1,high_in__low_des,prime,HI04,inconsolável,word,high_in,high_in,low_des,3.6587153462610615
2,2,V2_P32,prime_target_pair,2,high_in__low_des,target,LD08,desencravável,word,low_des,high_in,low_des,3.2815305591796435
2,2,V2_P33,prime_target_pair,1,high_in__low_des,prime,HI11,incapturável,word,high_in,high_in,low_des,4.094443915822499
2,2,V2_P33,prime_target_pair,2,high_in__low_des,target,LD18,descolorível,word,low_des,high_in,low_des,4.215186537837191
2,2,V2_P34,prime_target_pair,1,high_in__low_des,prime,HI21,insuportável,word,high_in,high_in,low_des,4.350334633815824
2,2,V2_P34,prime_target_pair,2,high_in__low_des,target,LD11,descomprimível,word,low_des,high_in,low_des,3.575261316102125
2,2,V2_P35,prime_target_pair,1,high_in__low_des,prime,HI25,insegurável,word,high_in,high_in,low_des,4.572677320911529
2,2,V2_P35,prime_target_pair,2,high_in__low_des,target,LD02,destampável,word,low_des,high_in,low_des,3.034858225838255
2,2,V2_P36,prime_target_pair,1,low_re__low_des,prime,LR02,reoxigenável,word,low_re,low_re,low_des,3.11616317
2,2,V2_P36,prime_target_pair,2,low_re__low_des,target,LD03,desenferrujável,word,low_des,low_re,low_des,3.1565918225713436
2,2,V2_P37,prime_target_pair,1,low_re__low_des,prime,LR04,reidratável,word,low_re,low_re,low_des,3.20234931
2,2,V2_P37,prime_target_pair,2,low_re__low_des,target,LD10,desengessável,word,low_des,low_re,low_des,3.39547391148648
2,2,V2_P38,prime_target_pair,1,low_re__low_des,prime,LR10,recalibrável,word,low_re,low_re,low_des,3.58256055
2,2,V2_P38,prime_target_pair,2,low_re__low_des,target,LD28,desconstruível,word,low_des,low_re,low_des,5.141169138158229
2,2,V2_P39,prime_target_pair,1,low_re__low_des,prime,LR12,reacoplável,word,low_re,low_re,low_des,3.82144264
2,2,V2_P39,prime_target_pair,2,low_re__low_des,target,LD23,descontaminável,word,low_des,low_re,low_des,4.4080948540746805
2,2,V2_P40,prime_target_pair,1,low_re__low_des,prime,LR21,reempregável,word,low_re,low_re,low_des,4.47232899
2,2,V2_P40,prime_target_pair,2,low_re__low_des,target,LD14,desconectável,word,low_des,low_re,low_des,3.984821937298305
2,2,V2_ND01,nonword_singleton,1,nonword,nonword,ND01,desdomendável,nonword,nonword_des,,,
2,2,V2_ND03,nonword_singleton,1,nonword,nonword,ND03,despulocável,nonword,nonword_des,,,
2,2,V2_ND08,nonword_singleton,1,nonword,nonword,ND08,dessatejável,nonword,nonword_des,,,
2,2,V2_ND10,nonword_singleton,1,nonword,nonword,ND10,destritível,nonword,nonword_des,,,
2,2,V2_ND11,nonword_singleton,1,nonword,nonword,ND11,deselatercível,nonword,nonword_des,,,
2,2,V2_ND15,nonword_singleton,1,nonword,nonword,ND15,desdelebrível,nonword,nonword_des,,,
2,2,V2_ND17,nonword_singleton,1,nonword,nonword,ND17,desdifincível,nonword,nonword_des,,,
2,2,V2_ND22,nonword_singleton,1,nonword,nonword,ND22,desdunoficável,nonword,nonword_des,,,
2,2,V2_ND23,nonword_singleton,1,nonword,nonword,ND23,desoricanável,nonword,nonword_des,,,
2,2,V2_ND29,nonword_singleton,1,nonword,nonword,ND29,desengorável,nonword,nonword_des,,,
2,2,V2_NI01,nonword_singleton,1,nonword,nonword,NI01,insiturável,nonword,nonword_in_im,,,
2,2,V2_NI03,nonword_singleton,1,nonword,nonword,NI03,incoremável,nonword,nonword_in_im,,,
2,2,V2_NI07,nonword_singleton,1,nonword,nonword,NI07,imbolocável,nonword,nonword_in_im,,,
2,2,V2_NI11,nonword_singleton,1,nonword,nonword,NI11,inteberável,nonword,nonword_in_im,,,
2,2,V2_NI14,nonword_singleton,1,nonword,nonword,NI14,intizelível,nonword,nonword_in_im,,,
2,2,V2_NR04,nonword_singleton,1,nonword,nonword,NR04,reledudável,nonword,nonword_re,,,
2,2,V2_NR05,nonword_singleton,1,nonword,nonword,NR05,resubigável,nonword,nonword_re,,,
2,2,V2_NR12,nonword_singleton,1,nonword,nonword,NR12,refustecável,nonword,nonword_re,,,
2,2,V2_NR14,nonword_singleton,1,nonword,nonword,NR14,redissifiável,nonword,nonword_re,,,
2,2,V2_NR15,nonword_singleton,1,nonword,nonword,NR15,repostogável,nonword,nonword_re,,,
2,3,V2_P41,prime_target_pair,1,high_in__high_des,prime,HI08,incomputável,word,high_in,high_in,high_des,3.9489835120695975
2,3,V2_P41,prime_target_pair,2,high_in__high_des,target,HD10,despenetrável,word,high_des,high_in,high_des,4.194460800918968
2,3,V2_P42,prime_target_pair,1,high_in__high_des,prime,HI10,improrrogável,word,high_in,high_in,high_des,4.082018518764072
2,3,V2_P42,prime_target_pair,2,high_in__high_des,target,HD22,desprotegível,word,high_des,high_in,high_des,4.780300440861774
2,3,V2_P43,prime_target_pair,1,high_in__high_des,prime,HI19,inabalável,word,high_in,high_in,high_des,4.315624005596369
2,3,V2_P43,prime_target_pair,2,high_in__high_des,target,HD13,desconvinhável,word,high_des,high_in,high_des,4.24688907352443
2,3,V2_P44,prime_target_pair,1,high_in__high_des,prime,HI20,inajustável,word,high_in,high_in,high_des,4.3326830816270245
2,3,V2_P44,prime_target_pair,2,high_in__high_des,target,HD17,despesquisável,word,high_des,high_in,high_des,4.58147345920241
2,3,V2_P45,prime_target_pair,1,high_in__high_des,prime,HI30,inexplorável,word,high_in,high_in,high_des,4.693150265142874
2,3,V2_P45,prime_target_pair,2,high_in__high_des,target,HD11,despilotável,word,high_des,high_in,high_des,4.194460800918968
2,3,V2_P46,prime_target_pair,1,low_re__high_des,prime,LR07,ressincronizável,word,low_re,low_re,high_des,3.37261103
2,3,V2_P46,prime_target_pair,2,low_re__high_des,target,HD29,desobservável,word,high_des,low_re,high_des,5.079028923551219
2,3,V2_P47,prime_target_pair,1,low_re__high_des,prime,LR14,reativável,word,low_re,low_re,high_des,3.89076914
2,3,V2_P47,prime_target_pair,2,low_re__high_des,target,HD14,desabastecível,word,high_des,low_re,high_des,4.294367783884816
2,3,V2_P48,prime_target_pair,1,low_re__high_des,prime,LR26,recontratável,word,low_re,low_re,high_des,4.96307329
2,3,V2_P48,prime_target_pair,2,low_re__high_des,target,HD16,desconfiável,word,high_des,low_re,high_des,4.474655157534105
2,3,V2_P49,prime_target_pair,1,low_re__high_des,prime,LR28,reunível,word,low_re,low_re,high_des,5.388118046565632
2,3,V2_P49,prime_target_pair,2,low_re__high_des,target,HD08,desreparável,word,high_des,low_re,high_des,4.072753218411045
2,3,V2_P50,prime_target_pair,1,low_re__high_des,prime,LR30,reabrível,word,low_re,low_re,high_des,5.62595558
2,3,V2_P50,prime_target_pair,2,low_re__high_des,target,HD07,destolerável,word,high_des,low_re,high_des,3.8516841718441603
2,3,V2_P51,prime_target_pair,1,high_in__low_des,prime,HI06,imparcelável,word,high_in,high_in,low_des,3.888985582394312
2,3,V2_P51,prime_target_pair,2,high_in__low_des,target,LD04,desatolável,word,low_des,high_in,low_des,3.1565918225713436
2,3,V2_P52,prime_target_pair,1,high_in__low_des,prime,HI14,inexprimível,word,high_in,high_in,low_des,4.123515363769757
2,3,V2_P52,prime_target_pair,2,high_in__low_des,target,LD21,descongelável,word,low_des,high_in,low_des,4.3068364244444135
2,3,V2_P53,prime_target_pair,1,high_in__low_des,prime,HI26,incomercializável,word,high_in,high_in,low_des,4.580747214080156
2,3,V2_P53,prime_target_pair,2,high_in__low_des,target,LD01,desmontável,word,low_des,high_in,low_des,5.024386561204604
2,3,V2_P54,prime_target_pair,1,high_in__low_des,prime,HI27,intraduzível,word,high_in,high_in,low_des,4.618656900191901
2,3,V2_P54,prime_target_pair,2,high_in__low_des,target,LD27,desinstalável,word,low_des,high_in,low_des,5.005259802551058
2,3,V2_P55,prime_target_pair,1,high_in__low_des,prime,HI29,improcessável,word,high_in,high_in,low_des,4.652906322550347
2,3,V2_P55,prime_target_pair,2,high_in__low_des,target,LD30,desmarcável,word,low_des,high_in,low_des,5.4758135857533645
2,3,V2_P56,prime_target_pair,1,low_re__low_des,prime,LR03,reesterilizável,word,low_re,low_re,low_des,3.14683199
2,3,V2_P56,prime_target_pair,2,low_re__low_des,target,LD24,desdobrável,word,low_des,low_re,low_des,4.443895793728567
2,3,V2_P57,prime_target_pair,1,low_re__low_des,prime,LR13,reagrupável,word,low_re,low_re,low_des,3.86510714
2,3,V2_P57,prime_target_pair,2,low_re__low_des,target,LD29,desligável,word,low_des,low_re,low_des,5.32665786574767
2,3,V2_P58,prime_target_pair,1,low_re__low_des,prime,LR19,reabsorvível,word,low_re,low_re,low_des,4.37495224
2,3,V2_P58,prime_target_pair,2,low_re__low_des,target,LD07,desenroscável,word,low_des,low_re,low_des,3.266807302358937
2,3,V2_P59,prime_target_pair,1,low_re__low_des,prime,LR20,reordenável,word,low_re,low_re,low_des,4.39380033
2,3,V2_P59,prime_target_pair,2,low_re__low_des,target,LD12,desobstruível,word,low_des,low_re,low_des,3.8130094762218985
2,3,V2_P60,prime_target_pair,1,low_re__low_des,prime,LR22,reincorporável,word,low_re,low_re,low_des,4.564077149149611
2,3,V2_P60,prime_target_pair,2,low_re__low_des,target,LD20,destravável,word,low_des,low_re,low_des,4.304096387078385
2,3,V2_ND02,nonword_singleton,1,nonword,nonword,ND02,dessenanável,nonword,nonword_des,,,
2,3,V2_ND04,nonword_singleton,1,nonword,nonword,ND04,despaquodável,nonword,nonword_des,,,
2,3,V2_ND05,nonword_singleton,1,nonword,nonword,ND05,descandulável,nonword,nonword_des,,,
2,3,V2_ND12,nonword_singleton,1,nonword,nonword,ND12,desanervecível,nonword,nonword_des,,,
2,3,V2_ND13,nonword_singleton,1,nonword,nonword,ND13,desdiratível,nonword,nonword_des,,,
2,3,V2_ND14,nonword_singleton,1,nonword,nonword,ND14,descurdível,nonword,nonword_des,,,
2,3,V2_ND21,nonword_singleton,1,nonword,nonword,ND21,desfaticável,nonword,nonword_des,,,
2,3,V2_ND24,nonword_singleton,1,nonword,nonword,ND24,desapaserável,nonword,nonword_des,,,
2,3,V2_ND26,nonword_singleton,1,nonword,nonword,ND26,desproligável,nonword,nonword_des,,,
2,3,V2_ND27,nonword_singleton,1,nonword,nonword,ND27,desmasecável,nonword,nonword_des,,,
2,3,V2_NI05,nonword_singleton,1,nonword,nonword,NI05,impenverável,nonword,nonword_in_im,,,
2,3,V2_NI06,nonword_singleton,1,nonword,nonword,NI06,inditacorável,nonword,nonword_in_im,,,
2,3,V2_NI09,nonword_singleton,1,nonword,nonword,NI09,inacadertável,nonword,nonword_in_im,,,
2,3,V2_NI10,nonword_singleton,1,nonword,nonword,NI10,infochiável,nonword,nonword_in_im,,,
2,3,V2_NI15,nonword_singleton,1,nonword,nonword,NI15,infecolitável,nonword,nonword_in_im,,,
2,3,V2_NR01,nonword_singleton,1,nonword,nonword,NR01,rechealável,nonword,nonword_re,,,
2,3,V2_NR02,nonword_singleton,1,nonword,nonword,NR02,reenfeitatível,nonword,nonword_re,,,
2,3,V2_NR07,nonword_singleton,1,nonword,nonword,NR07,reopramarível,nonword,nonword_re,,,
2,3,V2_NR10,nonword_singleton,1,nonword,nonword,NR10,remaritorável,nonword,nonword_re,,,
2,3,V2_NR13,nonword_singleton,1,nonword,nonword,NR13,reeletarível,nonword,nonword_re,,,
3,1,V3_P01,prime_target_pair,1,high_in__high_des,prime,HI08,incomputável,word,high_in,high_in,high_des,3.9489835120695975
3,1,V3_P01,prime_target_pair,2,high_in__high_des,target,HD06,desdiagnosticável,word,high_des,high_in,high_des,3.835817768711605
3,1,V3_P02,prime_target_pair,1,high_in__high_des,prime,HI14,inexprimível,word,high_in,high_in,high_des,4.123515363769757
3,1,V3_P02,prime_target_pair,2,high_in__high_des,target,HD12,desimitável,word,high_des,high_in,high_des,4.225189924008546
3,1,V3_P03,prime_target_pair,1,high_in__high_des,prime,HI16,infalível,word,high_in,high_in,high_des,4.19179913079871
3,1,V3_P03,prime_target_pair,2,high_in__high_des,target,HD01,desenxaguável,word,high_des,high_in,high_des,2.7074992914519247
3,1,V3_P04,prime_target_pair,1,high_in__high_des,prime,HI17,insolucionável,word,high_in,high_in,high_des,4.200608651555717
3,1,V3_P04,prime_target_pair,2,high_in__high_des,target,HD30,desapresentável,word,high_des,high_in,high_des,5.664327789660696
3,1,V3_P05,prime_target_pair,1,high_in__high_des,prime,HI23,incontestável,word,high_in,high_in,high_des,4.547134435764679
3,1,V3_P05,prime_target_pair,2,high_in__high_des,target,HD14,desabastecível,word,high_des,high_in,high_des,4.294367783884816
3,1,V3_P06,prime_target_pair,1,low_re__high_des,prime,LR08,redemocratizável,word,low_re,low_re,high_des,3.53276309
3,1,V3_P06,prime_target_pair,2,low_re__high_des,target,HD20,desavisável,word,high_des,low_re,high_des,4.6883544994942605
3,1,V3_P07,prime_target_pair,1,low_re__high_des,prime,LR12,reacoplável,word,low_re,low_re,high_des,3.82144264
3,1,V3_P07,prime_target_pair,2,low_re__high_des,target,HD29,desobservável,word,high_des,low_re,high_des,5.079028923551219
3,1,V3_P08,prime_target_pair,1,low_re__high_des,prime,LR15,reabilitável,word,low_re,low_re,high_des,3.9315141
3,1,V3_P08,prime_target_pair,2,low_re__high_des,target,HD03,desconfortável,word,high_des,low_re,high_des,3.1935753888245135
3,1,V3_P09,prime_target_pair,1,low_re__high_des,prime,LR17,reindexável,word,low_re,low_re,high_des,4.25772764
3,1,V3_P09,prime_target_pair,2,low_re__high_des,target,HD05,desquantificável,word,high_des,low_re,high_des,3.4527693154409125
3,1,V3_P10,prime_target_pair,1,low_re__high_des,prime,LR26,recontratável,word,low_re,low_re,high_des,4.96307329
3,1,V3_P10,prime_target_pair,2,low_re__high_des,target,HD25,descomparável,word,high_des,low_re,high_des,4.932161820292954
3,1,V3_P11,prime_target_pair,1,high_in__low_des,prime,HI01,indomável,word,high_in,high_in,low_des,3.354637657515075
3,1,V3_P11,prime_target_pair,2,high_in__low_des,target,LD03,desenferrujável,word,low_des,high_in,low_des,3.1565918225713436
3,1,V3_P12,prime_target_pair,1,high_in__low_des,prime,HI06,imparcelável,word,high_in,high_in,low_des,3.888985582394312
3,1,V3_P12,prime_target_pair,2,high_in__low_des,target,LD16,desarquivável,word,low_des,high_in,low_des,4.0245173925000355
3,1,V3_P13,prime_target_pair,1,high_in__low_des,prime,HI21,insuportável,word,high_in,high_in,low_des,4.350334633815824
3,1,V3_P13,prime_target_pair,2,high_in__low_des,target,LD18,descolorível,word,low_des,high_in,low_des,4.215186537837191
3,1,V3_P14,prime_target_pair,1,high_in__low_des,prime,HI26,incomercializável,word,high_in,high_in,low_des,4.580747214080156
3,1,V3_P14,prime_target_pair,2,high_in__low_des,target,LD23,descontaminável,word,low_des,high_in,low_des,4.4080948540746805
3,1,V3_P15,prime_target_pair,1,high_in__low_des,prime,HI27,intraduzível,word,high_in,high_in,low_des,4.618656900191901
3,1,V3_P15,prime_target_pair,2,high_in__low_des,target,LD19,desamarrável,word,low_des,high_in,low_des,4.24688907352443
3,1,V3_P16,prime_target_pair,1,low_re__low_des,prime,LR01,renovável,word,low_re,low_re,low_des,4.488805782879002
3,1,V3_P16,prime_target_pair,2,low_re__low_des,target,LD11,descomprimível,word,low_des,low_re,low_des,3.575261316102125
3,1,V3_P17,prime_target_pair,1,low_re__low_des,prime,LR16,redecorável,word,low_re,low_re,low_des,4.02842412
3,1,V3_P17,prime_target_pair,2,low_re__low_des,target,LD08,desencravável,word,low_des,low_re,low_des,3.2815305591796435
3,1,V3_P18,prime_target_pair,1,low_re__low_des,prime,LR20,reordenável,word,low_re,low_re,low_des,4.39380033
3,1,V3_P18,prime_target_pair,2,low_re__low_des,target,LD21,descongelável,word,low_des,low_re,low_des,4.3068364244444135
3,1,V3_P19,prime_target_pair,1,low_re__low_des,prime,LR23,reanimável,word,low_re,low_re,low_des,4.64262853
3,1,V3_P19,prime_target_pair,2,low_re__low_des,target,LD13,destrancável,word,low_des,low_re,low_des,3.961261205529992
3,1,V3_P20,prime_target_pair,1,low_re__low_des,prime,LR29,recolocável,word,low_re,low_re,low_des,5.52815222
3,1,V3_P20,prime_target_pair,2,low_re__low_des,target,LD24,desdobrável,word,low_des,low_re,low_des,4.443895793728567
3,1,V3_ND06,nonword_singleton,1,nonword,nonword,ND06,despontelível,nonword,nonword_des,,,
3,1,V3_ND07,nonword_singleton,1,nonword,nonword,ND07,dessopertável,nonword,nonword_des,,,
3,1,V3_ND09,nonword_singleton,1,nonword,nonword,ND09,desalramável,nonword,nonword_des,,,
3,1,V3_ND16,nonword_singleton,1,nonword,nonword,ND16,dessigarível,nonword,nonword_des,,,
3,1,V3_ND18,nonword_singleton,1,nonword,nonword,ND18,desexplizível,nonword,nonword_des,,,
3,1,V3_ND19,nonword_singleton,1,nonword,nonword,ND19,desdefondível,nonword,nonword_des,,,
3,1,V3_ND20,nonword_singleton,1,nonword,nonword,ND20,desgronzível,nonword,nonword_des,,,
3,1,V3_ND25,nonword_singleton,1,nonword,nonword,ND25,deseçuminável,nonword,nonword_des,,,
3,1,V3_ND28,nonword_singleton,1,nonword,nonword,ND28,deselabelável,nonword,nonword_des,,,
3,1,V3_ND30,nonword_singleton,1,nonword,nonword,ND30,descumanhável,nonword,nonword_des,,,
3,1,V3_NI02,nonword_singleton,1,nonword,nonword,NI02,imunitável,nonword,nonword_in_im,,,
3,1,V3_NI04,nonword_singleton,1,nonword,nonword,NI04,inetugável,nonword,nonword_in_im,,,
3,1,V3_NI08,nonword_singleton,1,nonword,nonword,NI08,inabrefiável,nonword,nonword_in_im,,,
3,1,V3_NI12,nonword_singleton,1,nonword,nonword,NI12,imperfiável,nonword,nonword_in_im,,,
3,1,V3_NI13,nonword_singleton,1,nonword,nonword,NI13,inaloriciável,nonword,nonword_in_im,,,
3,1,V3_NR03,nonword_singleton,1,nonword,nonword,NR03,rediritável,nonword,nonword_re,,,
3,1,V3_NR06,nonword_singleton,1,nonword,nonword,NR06,recumacável,nonword,nonword_re,,,
3,1,V3_NR08,nonword_singleton,1,nonword,nonword,NR08,remalturável,nonword,nonword_re,,,
3,1,V3_NR09,nonword_singleton,1,nonword,nonword,NR09,renifalável,nonword,nonword_re,,,
3,1,V3_NR11,nonword_singleton,1,nonword,nonword,NR11,reesmancável,nonword,nonword_re,,,
3,2,V3_P21,prime_target_pair,1,high_in__high_des,prime,HI02,indigerível,word,high_in,high_in,high_des,3.524568607865938
3,2,V3_P21,prime_target_pair,2,high_in__high_des,target,HD22,desprotegível,word,high_des,high_in,high_des,4.780300440861774
3,2,V3_P22,prime_target_pair,1,high_in__high_des,prime,HI03,impenhorável,word,high_in,high_in,high_des,3.5408058067366235
3,2,V3_P22,prime_target_pair,2,high_in__high_des,target,HD15,desagradável,word,high_des,high_in,high_des,4.42662332742628
3,2,V3_P23,prime_target_pair,1,high_in__high_des,prime,HI09,incontabilizável,word,high_in,high_in,high_des,4.020575206745974
3,2,V3_P23,prime_target_pair,2,high_in__high_des,target,HD11,despilotável,word,high_des,high_in,high_des,4.194460800918968
3,2,V3_P24,prime_target_pair,1,high_in__high_des,prime,HI15,inabitável,word,high_in,high_in,high_des,4.15755585067396
3,2,V3_P24,prime_target_pair,2,high_in__high_des,target,HD23,desmedível,word,high_des,high_in,high_des,4.791181038726226
3,2,V3_P25,prime_target_pair,1,high_in__high_des,prime,HI25,insegurável,word,high_in,high_in,high_des,4.572677320911529
3,2,V3_P25,prime_target_pair,2,high_in__high_des,target,HD16,desconfiável,word,high_des,high_in,high_des,4.474655157534105
3,2,V3_P26,prime_target_pair,1,low_re__high_des,prime,LR02,reoxigenável,word,low_re,low_re,high_des,3.11616317
3,2,V3_P26,prime_target_pair,2,low_re__high_des,target,HD02,desaprazível,word,high_des,low_re,high_des,2.845801989618206
3,2,V3_P27,prime_target_pair,1,low_re__high_des,prime,LR04,reidratável,word,low_re,low_re,high_des,3.20234931
3,2,V3_P27,prime_target_pair,2,low_re__high_des,target,HD24,destransmissível,word,high_des,low_re,high_des,4.860360709789131
3,2,V3_P28,prime_target_pair,1,low_re__high_des,prime,LR09,repolível,word,low_re,low_re,high_des,3.54080581
3,2,V3_P28,prime_target_pair,2,low_re__high_des,target,HD08,desreparável,word,high_des,low_re,high_des,4.072753218411045
3,2,V3_P29,prime_target_pair,1,low_re__high_des,prime,LR18,reequilibrável,word,low_re,low_re,high_des,4.34033605
3,2,V3_P29,prime_target_pair,2,low_re__high_des,target,HD26,desfavorável,word,high_des,low_re,high_des,4.994460722219187
3,2,V3_P30,prime_target_pair,1,low_re__high_des,prime,LR24,reassociável,word,low_re,low_re,high_des,4.66534593
3,2,V3_P30,prime_target_pair,2,low_re__high_des,target,HD13,desconvinhável,word,high_des,low_re,high_des,4.24688907352443
3,2,V3_P31,prime_target_pair,1,high_in__low_des,prime,HI07,inconsertável,word,high_in,high_in,low_des,3.9233350572857577
3,2,V3_P31,prime_target_pair,2,high_in__low_des,target,LD12,desobstruível,word,low_des,high_in,low_des,3.8130094762218985
3,2,V3_P32,prime_target_pair,1,high_in__low_des,prime,HI10,improrrogável,word,high_in,high_in,low_des,4.082018518764072
3,2,V3_P32,prime_target_pair,2,high_in__low_des,target,LD01,desmontável,word,low_des,high_in,low_des,5.024386561204604
3,2,V3_P33,prime_target_pair,1,high_in__low_des,prime,HI19,inabalável,word,high_in,high_in,low_des,4.315624005596369
3,2,V3_P33,prime_target_pair,2,high_in__low_des,target,LD15,desembalável,word,low_des,high_in,low_des,4.003066391414404
3,2,V3_P34,prime_target_pair,1,high_in__low_des,prime,HI20,inajustável,word,high_in,high_in,low_des,4.3326830816270245
3,2,V3_P34,prime_target_pair,2,high_in__low_des,target,LD27,desinstalável,word,low_des,high_in,low_des,5.005259802551058
3,2,V3_P35,prime_target_pair,1,high_in__low_des,prime,HI24,indetectável,word,high_in,high_in,low_des,4.5537590650574575
3,2,V3_P35,prime_target_pair,2,high_in__low_des,target,LD06,desintoxicável,word,low_des,high_in,low_des,3.227655178396789
3,2,V3_P36,prime_target_pair,1,low_re__low_des,prime,LR06,repavimentável,word,low_re,low_re,low_des,3.37261103
3,2,V3_P36,prime_target_pair,2,low_re__low_des,target,LD28,desconstruível,word,low_des,low_re,low_des,5.141169138158229
3,2,V3_P37,prime_target_pair,1,low_re__low_des,prime,LR21,reempregável,word,low_re,low_re,low_des,4.47232899
3,2,V3_P37,prime_target_pair,2,low_re__low_des,target,LD04,desatolável,word,low_des,low_re,low_des,3.1565918225713436
3,2,V3_P38,prime_target_pair,1,low_re__low_des,prime,LR25,reimplantável,word,low_re,low_re,low_des,4.70368249
3,2,V3_P38,prime_target_pair,2,low_re__low_des,target,LD29,desligável,word,low_des,low_re,low_des,5.32665786574767
3,2,V3_P39,prime_target_pair,1,low_re__low_des,prime,LR27,reconquistável,word,low_re,low_re,low_des,5.01056029
3,2,V3_P39,prime_target_pair,2,low_re__low_des,target,LD14,desconectável,word,low_des,low_re,low_des,3.984821937298305
3,2,V3_P40,prime_target_pair,1,low_re__low_des,prime,LR28,reunível,word,low_re,low_re,low_des,5.388118046565632
3,2,V3_P40,prime_target_pair,2,low_re__low_des,target,LD20,destravável,word,low_des,low_re,low_des,4.304096387078385
3,2,V3_ND01,nonword_singleton,1,nonword,nonword,ND01,desdomendável,nonword,nonword_des,,,
3,2,V3_ND03,nonword_singleton,1,nonword,nonword,ND03,despulocável,nonword,nonword_des,,,
3,2,V3_ND08,nonword_singleton,1,nonword,nonword,ND08,dessatejável,nonword,nonword_des,,,
3,2,V3_ND10,nonword_singleton,1,nonword,nonword,ND10,destritível,nonword,nonword_des,,,
3,2,V3_ND11,nonword_singleton,1,nonword,nonword,ND11,deselatercível,nonword,nonword_des,,,
3,2,V3_ND15,nonword_singleton,1,nonword,nonword,ND15,desdelebrível,nonword,nonword_des,,,
3,2,V3_ND17,nonword_singleton,1,nonword,nonword,ND17,desdifincível,nonword,nonword_des,,,
3,2,V3_ND22,nonword_singleton,1,nonword,nonword,ND22,desdunoficável,nonword,nonword_des,,,
3,2,V3_ND23,nonword_singleton,1,nonword,nonword,ND23,desoricanável,nonword,nonword_des,,,
3,2,V3_ND29,nonword_singleton,1,nonword,nonword,ND29,desengorável,nonword,nonword_des,,,
3,2,V3_NI01,nonword_singleton,1,nonword,nonword,NI01,insiturável,nonword,nonword_in_im,,,
3,2,V3_NI03,nonword_singleton,1,nonword,nonword,NI03,incoremável,nonword,nonword_in_im,,,
